L. Finkelstein,H. Zen,Norman Casagrande,Chun-an Chan,Ye Jia,Tom Kenter,Alexey Petelin,Jonathan Shen,V. Wan,Yonghui Wu,R. Clark
Zhehuai Chen,A. Rosenberg,B. Ramabhadran,P. Moreno,Ankur Bapna,H. Zen
Alexis Conneau,Ankur Bapna,Min Ma,Patrick von Platen,Anton Lozhkov,Colin Cherry,Ye Jia,Clara Rivera,Mihir Kale,D. Esch,Vera Axelrod,Simran Khanuja,J. Clark,Orhan Firat,Michael Auli,Sebastian Ruder,Jason Riesa,Melvin Johnson
Ankur Bapna,Colin Cherry,Ye Jia,Melvin Johnson,Yong Cheng,Simran Khanuja,Jason Riesa,Alexis Conneau
Zhehuai Chen,Ankur Bapna,A. Rosenberg,B. Ramabhadran,P. Moreno,Nanxin Chen
Takaaki Saeki,H. Zen,Zhehuai Chen,Nobuyuki Morioka,Gary Wang,Ankur Bapna,A. Rosenberg,B. Ramabhadran
C. Chiu,James Qin,Jiahui Yu,Yonghui Wu
Zhiyun Lu,Yongqiang Wang,Wei Han,Zhehuai Chen,Parisa Haghani
Yongqiang Wang,Zhehuai Chen,Cheng-yong Zheng,Wei Han,Parisa Haghani
Murali Karthick Baskar,A. Rosenberg,B. Ramabhadran,P. Moreno
Alexis Conneau,Min Ma,Simran Khanuja,Vera Axelrod,Siddharth Dalmia,Jason Riesa,Clara Rivera,Ankur Bapna
Qibing Bai,Tom Ko
Ye Jia,Yifan Ding,Ankur Bapna,Colin Cherry,Alexis Conneau,Nobuyuki Morioka
Zhehuai Chen,A. Rosenberg,B. Ramabhadran,P. Moreno,Gary Wang
Murali Karthick Baskar,A. Rosenberg,B. Ramabhadran,Nicolás Serrano
DongSeon Hwang,K. Sim,Trevor Strohman
Zhong Meng,Tongzhou Chen,Rohit Prabhavalkar,Gary Wang,Kartik Audhkhasi,Jesse Emond,Trevor Strohman,B. Ramabhadran,W. R. Huang,Ehsan Variani,Yinghui Huang,P. Moreno
Kuan-Po Huang,Yuanbin Fu,Hung-yi Lee
Nobuyuki Morioka,H. Zen,Nanxin Chen,Yifan Ding
Nanxin Chen,H. Zen,Ron J. Weiss,Mohammad Norouzi,N. Dehak,William Chan
Joel Shor,A. Jansen,Wei Han,Daniel S. Park
Zhiyun Lu,Wei Han,Liangliang Cao
William Chan,Daniel S. Park,Chris Lee,Quoc V. Le,Mohammad Norouzi
Thibault Doutre,Wei Han,Min Ma,Zhiyun Lu,C. Chiu,Ruoming Pang,A. Narayanan,Ananya Misra,Liangliang Cao
Qiujia Li,Bo Li,Liangliang Cao,P. Woodland
Daniel S. Park,Wei Han,James Qin,Anmol Gulati,Joel Shor,A. Jansen,Yuanzhong Xu,Yanping Huang,Shibo Wang,Zongwei Zhou,Bo Li,Min Ma,William Chan,Jiahui Yu,Yongqiang Wang,Liangliang Cao,K. Sim,B. Ramabhadran,Tara N. Sainath,Franccoise Beaufays,Zhifeng Chen,Quoc V. Le,C. Chiu,Ruoming Pang,Yonghui Wu
H. Shrivastava,Ankush Garg,Yuan Cao,Tara N. Sainath
Edwin G. Ng,C. Chiu,William Chan
Ankur Bapna,Yu-An Chung,Na Wu,Anmol Gulati,Ye Jia,J. Clark,Melvin Johnson,Jason Riesa,Alexis Conneau
Bo Li,Ruoming Pang,Tara N. Sainath,Anmol Gulati,James Qin,Parisa Haghani,W. R. Huang,Min Ma
Zhehuai Chen,A. Rosenberg,H. Zen,M. Ghodsi,Yinghui Huang,Jesse Emond,Gary Wang,B. Ramabhadran,P. Moreno
Zhehuai Chen,A. Rosenberg,B. Ramabhadran,Gary Wang,P. Moreno
Ye Jia,H. Zen,Jonathan Shen,Yonghui Wu
Isaac Elias,H. Zen,Jonathan Shen,Jia Ye,R. Skerry-Ryan,Yonghui Wu
