Ron J. Weiss,K. Wilson,A. Narayanan,M. Bacchiani,Bo Li,Ehsan Variani,I. Shafran,A. Senior,K. K. Chin,Ananya Misra,Chanwoo Kim
G. Pundak
Rubén Zazo-Candil,Gabor Simko,Carolina Parada
Zhiyun Lu,V. Sindhwani
Bo Li
D. Kanevsky
A. Narayanan,Ron J. Weiss,Ehsan Variani,K. Wilson,M. Bacchiani,I. Shafran
Ron J. Weiss,K. Wilson,A. Narayanan,M. Bacchiani
Bo Li,Ron J. Weiss,K. Wilson,M. Bacchiani
G. Pundak
Ehsan Variani,I. Shafran,M. Bacchiani
A. Senior,H. Sak,F. D. C. Quitry,Kanishka Rao
Rohit Prabhavalkar,R. Álvarez,Carolina Parada,Preetum Nakkiran
Ron J. Weiss,K. Wilson,A. Narayanan,M. Bacchiani,A. Senior
Guoguo Chen,Carolina Parada
Brian Kingsbury,G. Saon,H. Soltau,Abdel-rahman Mohamed,George E. Dahl,B. Ramabhadran
H. Liao,G. Pundak,O. Siohan,M. K. Carroll,N. Coccaro,Q. Jiang,A. Senior,F. Beaufays,M. Bacchiani
V. Sindhwani,Sanjiv Kumar
Carolina Parada
Oriol Vinyals,A. Senior,H. Sak
Yu-hsin Chen,I. Lopez-Moreno,Mirkó Visontai,R. Álvarez,Carolina Parada
Ron J. Weiss,A. Senior,K. Wilson,Oriol Vinyals
Vijayaditya Peddinti,Brian Kingsbury,P. Fousek,B. Ramabhadran,D. Nahamoo
Vijayaditya Peddinti,S. Maymon,B. Ramabhadran,D. Nahamoo,V. Goel
H. Soltau,G. Saon
Brian Kingsbury,Abdel-rahman Mohamed,G. Saon,B. Ramabhadran
Po-Sen Huang,H. Avron,V. Sindhwani,B. Ramabhadran
I. Chung,B. Ramabhadran,M. Picheny,John A. Gunnels,V. Austel,U. Chaudhari,Brian Kingsbury
I. Chung,B. Ramabhadran,M. Picheny,John A. Gunnels,Brian Kingsbury,G. Saon,V. Austel,U. Chaudhari

D. Kanevsky,D. Nahamoo,B. Ramabhadran,Stephen J. Wright
L. Horesh,Brian Kingsbury,A. Aravkin,B. Ramabhadran
George E. Dahl,Geoffrey E. Hinton
Rohit Prabhavalkar,D. Nahamoo,B. Ramabhadran,D. Kanevsky
Abdel-rahman Mohamed,Brian Kingsbury,B. Ramabhadran
Brian Kingsbury,V. Sindhwani,E. Arisoy,B. Ramabhadran
Brian Kingsbury,H. Soltau,B. Ramabhadran
Brian Kingsbury,Abdel-rahman Mohamed,George E. Dahl,G. Saon,H. Soltau,T. Beran,A. Aravkin,B. Ramabhadran
Brian Kingsbury,Abdel-rahman Mohamed,B. Ramabhadran
Jia Cui,Xiaodong Cui,B. Ramabhadran,Janice Kim,Brian Kingsbury,Jonathan Mamou,L. Mangu,M. Picheny,A. Sethy
L. Horesh,Brian Kingsbury,A. Aravkin,B. Ramabhadran
Geoffrey E. Hinton,L. Deng,Dong Yu,George E. Dahl,Abdel-rahman Mohamed,N. Jaitly,A. Senior,Vincent Vanhoucke,Patrick Nguyen,Brian Kingsbury
Brian Kingsbury,B. Ramabhadran
N. Itoh,Dan-Ning Jiang,Jie Zhou,B. Ramabhadran
B. Ramabhadran,D. Nahamoo,D. Kanevsky,Dirk Van Compernolle,Kris Demuynck,J. Gemmeke,J. Bellegarda,Shiva Sundaram
Geoffrey E. Hinton,Liya Deng,Dong Yu,George E. Dahl,Abdel-rahman Mohamed,N. Jaitly,A. Senior,Vincent Vanhoucke,Patrick Nguyen,Brian Kingsbury
D. Nahamoo,D. Kanevsky,B. Ramabhadran
E. Arisoy,Brian Kingsbury,B. Ramabhadran
Christian Plahl,B. Ramabhadran,D. Nahamoo
Brian Kingsbury,H. Soltau
D. Kanevsky,J. Kozloski,C. Pickover
Geoffrey E. Hinton,L. Deng,Dong Yu,George E. Dahl,Abdel-rahman Mohamed,N. Jaitly,A. Senior,Vincent Vanhoucke,Patrick Nguyen,Brian Kingsbury
Bin Zhang,A. Sethy,B. Ramabhadran
D. Nahamoo,B. Ramabhadran,D. Kanevsky,V. Goel,P. Shah
B. Ramabhadran,M. Picheny,D. Nahamoo,D. Kanevsky
D. Nahamoo,D. Kanevsky,B. Ramabhadran,P. Shah
B. Ramabhadran,D. Nahamoo,D. Kanevsky
Abdel-rahman Mohamed,George E. Dahl,B. Ramabhadran,Geoffrey E. Hinton,M. Picheny
D. Kanevsky,D. Nahamoo,B. Ramabhadran,P. Olsen
Brian Kingsbury,B. Ramabhadran,P. Fousek,Petr Novák,Abdel-rahman Mohamed
D. Kanevsky,D. Nahamoo,B. Ramabhadran
S. Maskey,D. Kanevsky,B. Ramabhadran,D. Nahamoo,Julia Hirschberg
B. Ramabhadran,D. Nahamoo,D. Kanevsky,A. Sethy
S. Teller,Matthew R. Walter,Matthew E. Antone,A. Correa,R. Davis,L. Fletcher,Emilio Frazzoli,James R. Glass,J. How,Albert S. Huang,Jeong hwan Jeon,S. Karaman,Brandon Luders,N. Roy
D. Nahamoo,B. Ramabhadran,D. Kanevsky
A. Carmi,P. Gurfil,D. Kanevsky,D. Nahamoo,B. Ramabhadran
D. Kanevsky,B. Ramabhadran,D. Nahamoo
A. Carmi,D. Kanevsky,B. Ramabhadran
A. Sethy,B. Ramabhadran,D. Kanevsky
V. Goel,B. Ramabhadran,P. Olsen,D. Nahamoo,D. Kanevsky
D. Kanevsky,A. Carmi,L. Horesh,P. Gurfil,B. Ramabhadran


B. Ramabhadran,M. Picheny
D. Kanevsky,B. Ramabhadran
V. Zue
D. Kanevsky,Daniel Povey,B. Ramabhadran,I. Rish
D. Kanevsky,B. Ramabhadran,D. Nahamoo
D. Kanevsky,B. Ramabhadran
D. Kanevsky,Daniel Povey,B. Ramabhadran
D. Kanevsky,G. Iyengar
V. Zue,D. Kanevsky
D. Kanevsky,B. Ramabhadran
Timothy J. Hazen

S. Seshasai,Amar Gupta
Amar Gupta,S. Seshasai,Jason Yeung
S. Seshasai,Amar Gupta
